date_key,calendar_date,cal_year,cal_month,cal_day,day_of_week,day_of_week_num,is_weekend,month_name,month_sort_key
19400507,1940-05-07,1940,5,7,Tuesday,2,False,May 1940,1940-05
19400508,1940-05-08,1940,5,8,Wednesday,3,False,May 1940,1940-05
19400509,1940-05-09,1940,5,9,Thursday,4,False,May 1940,1940-05
19400510,1940-05-10,1940,5,10,Friday,5,False,May 1940,1940-05
19400511,1940-05-11,1940,5,11,Saturday,6,True,May 1940,1940-05
19400512,1940-05-12,1940,5,12,Sunday,7,True,May 1940,1940-05
19400513,1940-05-13,1940,5,13,Monday,1,False,May 1940,1940-05
19400514,1940-05-14,1940,5,14,Tuesday,2,False,May 1940,1940-05
19400515,1940-05-15,1940,5,15,Wednesday,3,False,May 1940,1940-05
19400516,1940-05-16,1940,5,16,Thursday,4,False,May 1940,1940-05
19400517,1940-05-17,1940,5,17,Friday,5,False,May 1940,1940-05
19400518,1940-05-18,1940,5,18,Saturday,6,True,May 1940,1940-05
19400519,1940-05-19,1940,5,19,Sunday,7,True,May 1940,1940-05
19400520,1940-05-20,1940,5,20,Monday,1,False,May 1940,1940-05
19400521,1940-05-21,1940,5,21,Tuesday,2,False,May 1940,1940-05
19400522,1940-05-22,1940,5,22,Wednesday,3,False,May 1940,1940-05
19400523,1940-05-23,1940,5,23,Thursday,4,False,May 1940,1940-05
19400524,1940-05-24,1940,5,24,Friday,5,False,May 1940,1940-05
19400525,1940-05-25,1940,5,25,Saturday,6,True,May 1940,1940-05
19400526,1940-05-26,1940,5,26,Sunday,7,True,May 1940,1940-05
19400527,1940-05-27,1940,5,27,Monday,1,False,May 1940,1940-05
19400528,1940-05-28,1940,5,28,Tuesday,2,False,May 1940,1940-05
19400529,1940-05-29,1940,5,29,Wednesday,3,False,May 1940,1940-05
19400530,1940-05-30,1940,5,30,Thursday,4,False,May 1940,1940-05
19400531,1940-05-31,1940,5,31,Friday,5,False,May 1940,1940-05
19400601,1940-06-01,1940,6,1,Saturday,6,True,Jun 1940,1940-06
19400602,1940-06-02,1940,6,2,Sunday,7,True,Jun 1940,1940-06
19400603,1940-06-03,1940,6,3,Monday,1,False,Jun 1940,1940-06
19400604,1940-06-04,1940,6,4,Tuesday,2,False,Jun 1940,1940-06
19400605,1940-06-05,1940,6,5,Wednesday,3,False,Jun 1940,1940-06
19400606,1940-06-06,1940,6,6,Thursday,4,False,Jun 1940,1940-06
19400607,1940-06-07,1940,6,7,Friday,5,False,Jun 1940,1940-06
19400608,1940-06-08,1940,6,8,Saturday,6,True,Jun 1940,1940-06
19400609,1940-06-09,1940,6,9,Sunday,7,True,Jun 1940,1940-06
19400610,1940-06-10,1940,6,10,Monday,1,False,Jun 1940,1940-06
19400611,1940-06-11,1940,6,11,Tuesday,2,False,Jun 1940,1940-06
19400612,1940-06-12,1940,6,12,Wednesday,3,False,Jun 1940,1940-06
19400613,1940-06-13,1940,6,13,Thursday,4,False,Jun 1940,1940-06
19400614,1940-06-14,1940,6,14,Friday,5,False,Jun 1940,1940-06
19400615,1940-06-15,1940,6,15,Saturday,6,True,Jun 1940,1940-06
19400616,1940-06-16,1940,6,16,Sunday,7,True,Jun 1940,1940-06
19400617,1940-06-17,1940,6,17,Monday,1,False,Jun 1940,1940-06
19400618,1940-06-18,1940,6,18,Tuesday,2,False,Jun 1940,1940-06
19400619,1940-06-19,1940,6,19,Wednesday,3,False,Jun 1940,1940-06
19400620,1940-06-20,1940,6,20,Thursday,4,False,Jun 1940,1940-06
19400621,1940-06-21,1940,6,21,Friday,5,False,Jun 1940,1940-06
19400622,1940-06-22,1940,6,22,Saturday,6,True,Jun 1940,1940-06
19400623,1940-06-23,1940,6,23,Sunday,7,True,Jun 1940,1940-06
19400624,1940-06-24,1940,6,24,Monday,1,False,Jun 1940,1940-06
19400625,1940-06-25,1940,6,25,Tuesday,2,False,Jun 1940,1940-06
19400626,1940-06-26,1940,6,26,Wednesday,3,False,Jun 1940,1940-06
19400627,1940-06-27,1940,6,27,Thursday,4,False,Jun 1940,1940-06
19400628,1940-06-28,1940,6,28,Friday,5,False,Jun 1940,1940-06
19400629,1940-06-29,1940,6,29,Saturday,6,True,Jun 1940,1940-06
19400630,1940-06-30,1940,6,30,Sunday,7,True,Jun 1940,1940-06
19400701,1940-07-01,1940,7,1,Monday,1,False,Jul 1940,1940-07
19400702,1940-07-02,1940,7,2,Tuesday,2,False,Jul 1940,1940-07
19400703,1940-07-03,1940,7,3,Wednesday,3,False,Jul 1940,1940-07
19400704,1940-07-04,1940,7,4,Thursday,4,False,Jul 1940,1940-07
19400705,1940-07-05,1940,7,5,Friday,5,False,Jul 1940,1940-07
19400706,1940-07-06,1940,7,6,Saturday,6,True,Jul 1940,1940-07
19400707,1940-07-07,1940,7,7,Sunday,7,True,Jul 1940,1940-07
19400708,1940-07-08,1940,7,8,Monday,1,False,Jul 1940,1940-07
19400709,1940-07-09,1940,7,9,Tuesday,2,False,Jul 1940,1940-07
19400710,1940-07-10,1940,7,10,Wednesday,3,False,Jul 1940,1940-07
19400711,1940-07-11,1940,7,11,Thursday,4,False,Jul 1940,1940-07
19400712,1940-07-12,1940,7,12,Friday,5,False,Jul 1940,1940-07
19400713,1940-07-13,1940,7,13,Saturday,6,True,Jul 1940,1940-07
19400714,1940-07-14,1940,7,14,Sunday,7,True,Jul 1940,1940-07
19400715,1940-07-15,1940,7,15,Monday,1,False,Jul 1940,1940-07
19400716,1940-07-16,1940,7,16,Tuesday,2,False,Jul 1940,1940-07
19400717,1940-07-17,1940,7,17,Wednesday,3,False,Jul 1940,1940-07
19400718,1940-07-18,1940,7,18,Thursday,4,False,Jul 1940,1940-07
19400719,1940-07-19,1940,7,19,Friday,5,False,Jul 1940,1940-07
19400720,1940-07-20,1940,7,20,Saturday,6,True,Jul 1940,1940-07
19400721,1940-07-21,1940,7,21,Sunday,7,True,Jul 1940,1940-07
19400722,1940-07-22,1940,7,22,Monday,1,False,Jul 1940,1940-07
19400723,1940-07-23,1940,7,23,Tuesday,2,False,Jul 1940,1940-07
19400724,1940-07-24,1940,7,24,Wednesday,3,False,Jul 1940,1940-07
19400725,1940-07-25,1940,7,25,Thursday,4,False,Jul 1940,1940-07
19400726,1940-07-26,1940,7,26,Friday,5,False,Jul 1940,1940-07
19400727,1940-07-27,1940,7,27,Saturday,6,True,Jul 1940,1940-07
19400728,1940-07-28,1940,7,28,Sunday,7,True,Jul 1940,1940-07
19400729,1940-07-29,1940,7,29,Monday,1,False,Jul 1940,1940-07
19400730,1940-07-30,1940,7,30,Tuesday,2,False,Jul 1940,1940-07
19400731,1940-07-31,1940,7,31,Wednesday,3,False,Jul 1940,1940-07
19400801,1940-08-01,1940,8,1,Thursday,4,False,Aug 1940,1940-08
19400802,1940-08-02,1940,8,2,Friday,5,False,Aug 1940,1940-08
19400803,1940-08-03,1940,8,3,Saturday,6,True,Aug 1940,1940-08
19400804,1940-08-04,1940,8,4,Sunday,7,True,Aug 1940,1940-08
19400805,1940-08-05,1940,8,5,Monday,1,False,Aug 1940,1940-08
19400806,1940-08-06,1940,8,6,Tuesday,2,False,Aug 1940,1940-08
19400807,1940-08-07,1940,8,7,Wednesday,3,False,Aug 1940,1940-08
19400808,1940-08-08,1940,8,8,Thursday,4,False,Aug 1940,1940-08
19400809,1940-08-09,1940,8,9,Friday,5,False,Aug 1940,1940-08
19400810,1940-08-10,1940,8,10,Saturday,6,True,Aug 1940,1940-08
19400811,1940-08-11,1940,8,11,Sunday,7,True,Aug 1940,1940-08
19400812,1940-08-12,1940,8,12,Monday,1,False,Aug 1940,1940-08
19400813,1940-08-13,1940,8,13,Tuesday,2,False,Aug 1940,1940-08
19400814,1940-08-14,1940,8,14,Wednesday,3,False,Aug 1940,1940-08
19400815,1940-08-15,1940,8,15,Thursday,4,False,Aug 1940,1940-08
19400816,1940-08-16,1940,8,16,Friday,5,False,Aug 1940,1940-08
19400817,1940-08-17,1940,8,17,Saturday,6,True,Aug 1940,1940-08
19400818,1940-08-18,1940,8,18,Sunday,7,True,Aug 1940,1940-08
19400819,1940-08-19,1940,8,19,Monday,1,False,Aug 1940,1940-08
19400820,1940-08-20,1940,8,20,Tuesday,2,False,Aug 1940,1940-08
19400821,1940-08-21,1940,8,21,Wednesday,3,False,Aug 1940,1940-08
19400822,1940-08-22,1940,8,22,Thursday,4,False,Aug 1940,1940-08
19400823,1940-08-23,1940,8,23,Friday,5,False,Aug 1940,1940-08
19400824,1940-08-24,1940,8,24,Saturday,6,True,Aug 1940,1940-08
19400825,1940-08-25,1940,8,25,Sunday,7,True,Aug 1940,1940-08
19400826,1940-08-26,1940,8,26,Monday,1,False,Aug 1940,1940-08
19400827,1940-08-27,1940,8,27,Tuesday,2,False,Aug 1940,1940-08
19400828,1940-08-28,1940,8,28,Wednesday,3,False,Aug 1940,1940-08
19400829,1940-08-29,1940,8,29,Thursday,4,False,Aug 1940,1940-08
19400830,1940-08-30,1940,8,30,Friday,5,False,Aug 1940,1940-08
19400831,1940-08-31,1940,8,31,Saturday,6,True,Aug 1940,1940-08
19400901,1940-09-01,1940,9,1,Sunday,7,True,Sep 1940,1940-09
19400902,1940-09-02,1940,9,2,Monday,1,False,Sep 1940,1940-09
19400903,1940-09-03,1940,9,3,Tuesday,2,False,Sep 1940,1940-09
19400904,1940-09-04,1940,9,4,Wednesday,3,False,Sep 1940,1940-09
19400905,1940-09-05,1940,9,5,Thursday,4,False,Sep 1940,1940-09
19400906,1940-09-06,1940,9,6,Friday,5,False,Sep 1940,1940-09
19400907,1940-09-07,1940,9,7,Saturday,6,True,Sep 1940,1940-09
19400908,1940-09-08,1940,9,8,Sunday,7,True,Sep 1940,1940-09
19400909,1940-09-09,1940,9,9,Monday,1,False,Sep 1940,1940-09
19400910,1940-09-10,1940,9,10,Tuesday,2,False,Sep 1940,1940-09
19400911,1940-09-11,1940,9,11,Wednesday,3,False,Sep 1940,1940-09
19400912,1940-09-12,1940,9,12,Thursday,4,False,Sep 1940,1940-09
19400913,1940-09-13,1940,9,13,Friday,5,False,Sep 1940,1940-09
19400914,1940-09-14,1940,9,14,Saturday,6,True,Sep 1940,1940-09
19400915,1940-09-15,1940,9,15,Sunday,7,True,Sep 1940,1940-09
19400916,1940-09-16,1940,9,16,Monday,1,False,Sep 1940,1940-09
19400917,1940-09-17,1940,9,17,Tuesday,2,False,Sep 1940,1940-09
19400918,1940-09-18,1940,9,18,Wednesday,3,False,Sep 1940,1940-09
19400919,1940-09-19,1940,9,19,Thursday,4,False,Sep 1940,1940-09
19400920,1940-09-20,1940,9,20,Friday,5,False,Sep 1940,1940-09
19400921,1940-09-21,1940,9,21,Saturday,6,True,Sep 1940,1940-09
19400922,1940-09-22,1940,9,22,Sunday,7,True,Sep 1940,1940-09
19400923,1940-09-23,1940,9,23,Monday,1,False,Sep 1940,1940-09
19400924,1940-09-24,1940,9,24,Tuesday,2,False,Sep 1940,1940-09
19400925,1940-09-25,1940,9,25,Wednesday,3,False,Sep 1940,1940-09
19400926,1940-09-26,1940,9,26,Thursday,4,False,Sep 1940,1940-09
19400927,1940-09-27,1940,9,27,Friday,5,False,Sep 1940,1940-09
19400928,1940-09-28,1940,9,28,Saturday,6,True,Sep 1940,1940-09
19400929,1940-09-29,1940,9,29,Sunday,7,True,Sep 1940,1940-09
19400930,1940-09-30,1940,9,30,Monday,1,False,Sep 1940,1940-09
19401001,1940-10-01,1940,10,1,Tuesday,2,False,Oct 1940,1940-10
19401002,1940-10-02,1940,10,2,Wednesday,3,False,Oct 1940,1940-10
19401003,1940-10-03,1940,10,3,Thursday,4,False,Oct 1940,1940-10
19401004,1940-10-04,1940,10,4,Friday,5,False,Oct 1940,1940-10
19401005,1940-10-05,1940,10,5,Saturday,6,True,Oct 1940,1940-10
19401006,1940-10-06,1940,10,6,Sunday,7,True,Oct 1940,1940-10
19401007,1940-10-07,1940,10,7,Monday,1,False,Oct 1940,1940-10
19401008,1940-10-08,1940,10,8,Tuesday,2,False,Oct 1940,1940-10
19401009,1940-10-09,1940,10,9,Wednesday,3,False,Oct 1940,1940-10
19401010,1940-10-10,1940,10,10,Thursday,4,False,Oct 1940,1940-10
19401011,1940-10-11,1940,10,11,Friday,5,False,Oct 1940,1940-10
19401012,1940-10-12,1940,10,12,Saturday,6,True,Oct 1940,1940-10
19401013,1940-10-13,1940,10,13,Sunday,7,True,Oct 1940,1940-10
19401014,1940-10-14,1940,10,14,Monday,1,False,Oct 1940,1940-10
19401015,1940-10-15,1940,10,15,Tuesday,2,False,Oct 1940,1940-10
19401016,1940-10-16,1940,10,16,Wednesday,3,False,Oct 1940,1940-10
19401017,1940-10-17,1940,10,17,Thursday,4,False,Oct 1940,1940-10
19401018,1940-10-18,1940,10,18,Friday,5,False,Oct 1940,1940-10
19401019,1940-10-19,1940,10,19,Saturday,6,True,Oct 1940,1940-10
19401020,1940-10-20,1940,10,20,Sunday,7,True,Oct 1940,1940-10
19401021,1940-10-21,1940,10,21,Monday,1,False,Oct 1940,1940-10
19401022,1940-10-22,1940,10,22,Tuesday,2,False,Oct 1940,1940-10
19401023,1940-10-23,1940,10,23,Wednesday,3,False,Oct 1940,1940-10
19401024,1940-10-24,1940,10,24,Thursday,4,False,Oct 1940,1940-10
19401025,1940-10-25,1940,10,25,Friday,5,False,Oct 1940,1940-10
19401026,1940-10-26,1940,10,26,Saturday,6,True,Oct 1940,1940-10
19401027,1940-10-27,1940,10,27,Sunday,7,True,Oct 1940,1940-10
19401028,1940-10-28,1940,10,28,Monday,1,False,Oct 1940,1940-10
19401029,1940-10-29,1940,10,29,Tuesday,2,False,Oct 1940,1940-10
19401030,1940-10-30,1940,10,30,Wednesday,3,False,Oct 1940,1940-10
19401031,1940-10-31,1940,10,31,Thursday,4,False,Oct 1940,1940-10
19401101,1940-11-01,1940,11,1,Friday,5,False,Nov 1940,1940-11
19401102,1940-11-02,1940,11,2,Saturday,6,True,Nov 1940,1940-11
19401103,1940-11-03,1940,11,3,Sunday,7,True,Nov 1940,1940-11
19401104,1940-11-04,1940,11,4,Monday,1,False,Nov 1940,1940-11
19401105,1940-11-05,1940,11,5,Tuesday,2,False,Nov 1940,1940-11
19401106,1940-11-06,1940,11,6,Wednesday,3,False,Nov 1940,1940-11
19401107,1940-11-07,1940,11,7,Thursday,4,False,Nov 1940,1940-11
19401108,1940-11-08,1940,11,8,Friday,5,False,Nov 1940,1940-11
19401109,1940-11-09,1940,11,9,Saturday,6,True,Nov 1940,1940-11
19401110,1940-11-10,1940,11,10,Sunday,7,True,Nov 1940,1940-11
19401111,1940-11-11,1940,11,11,Monday,1,False,Nov 1940,1940-11
19401112,1940-11-12,1940,11,12,Tuesday,2,False,Nov 1940,1940-11
19401113,1940-11-13,1940,11,13,Wednesday,3,False,Nov 1940,1940-11
19401114,1940-11-14,1940,11,14,Thursday,4,False,Nov 1940,1940-11
19401115,1940-11-15,1940,11,15,Friday,5,False,Nov 1940,1940-11
19401116,1940-11-16,1940,11,16,Saturday,6,True,Nov 1940,1940-11
19401117,1940-11-17,1940,11,17,Sunday,7,True,Nov 1940,1940-11
19401118,1940-11-18,1940,11,18,Monday,1,False,Nov 1940,1940-11
19401119,1940-11-19,1940,11,19,Tuesday,2,False,Nov 1940,1940-11
19401120,1940-11-20,1940,11,20,Wednesday,3,False,Nov 1940,1940-11
19401121,1940-11-21,1940,11,21,Thursday,4,False,Nov 1940,1940-11
19401122,1940-11-22,1940,11,22,Friday,5,False,Nov 1940,1940-11
19401123,1940-11-23,1940,11,23,Saturday,6,True,Nov 1940,1940-11
19401124,1940-11-24,1940,11,24,Sunday,7,True,Nov 1940,1940-11
19401125,1940-11-25,1940,11,25,Monday,1,False,Nov 1940,1940-11
19401126,1940-11-26,1940,11,26,Tuesday,2,False,Nov 1940,1940-11
19401127,1940-11-27,1940,11,27,Wednesday,3,False,Nov 1940,1940-11
19401128,1940-11-28,1940,11,28,Thursday,4,False,Nov 1940,1940-11
19401129,1940-11-29,1940,11,29,Friday,5,False,Nov 1940,1940-11
19401130,1940-11-30,1940,11,30,Saturday,6,True,Nov 1940,1940-11
19401201,1940-12-01,1940,12,1,Sunday,7,True,Dec 1940,1940-12
19401202,1940-12-02,1940,12,2,Monday,1,False,Dec 1940,1940-12
19401203,1940-12-03,1940,12,3,Tuesday,2,False,Dec 1940,1940-12
19401204,1940-12-04,1940,12,4,Wednesday,3,False,Dec 1940,1940-12
19401205,1940-12-05,1940,12,5,Thursday,4,False,Dec 1940,1940-12
19401206,1940-12-06,1940,12,6,Friday,5,False,Dec 1940,1940-12
19401207,1940-12-07,1940,12,7,Saturday,6,True,Dec 1940,1940-12
19401208,1940-12-08,1940,12,8,Sunday,7,True,Dec 1940,1940-12
19401209,1940-12-09,1940,12,9,Monday,1,False,Dec 1940,1940-12
19401210,1940-12-10,1940,12,10,Tuesday,2,False,Dec 1940,1940-12
19401211,1940-12-11,1940,12,11,Wednesday,3,False,Dec 1940,1940-12
19401212,1940-12-12,1940,12,12,Thursday,4,False,Dec 1940,1940-12
19401213,1940-12-13,1940,12,13,Friday,5,False,Dec 1940,1940-12
19401214,1940-12-14,1940,12,14,Saturday,6,True,Dec 1940,1940-12
19401215,1940-12-15,1940,12,15,Sunday,7,True,Dec 1940,1940-12
19401216,1940-12-16,1940,12,16,Monday,1,False,Dec 1940,1940-12
19401217,1940-12-17,1940,12,17,Tuesday,2,False,Dec 1940,1940-12
19401218,1940-12-18,1940,12,18,Wednesday,3,False,Dec 1940,1940-12
19401219,1940-12-19,1940,12,19,Thursday,4,False,Dec 1940,1940-12
19401220,1940-12-20,1940,12,20,Friday,5,False,Dec 1940,1940-12
19401221,1940-12-21,1940,12,21,Saturday,6,True,Dec 1940,1940-12
19401222,1940-12-22,1940,12,22,Sunday,7,True,Dec 1940,1940-12
19401223,1940-12-23,1940,12,23,Monday,1,False,Dec 1940,1940-12
19401224,1940-12-24,1940,12,24,Tuesday,2,False,Dec 1940,1940-12
19401225,1940-12-25,1940,12,25,Wednesday,3,False,Dec 1940,1940-12
19401226,1940-12-26,1940,12,26,Thursday,4,False,Dec 1940,1940-12
19401227,1940-12-27,1940,12,27,Friday,5,False,Dec 1940,1940-12
19401228,1940-12-28,1940,12,28,Saturday,6,True,Dec 1940,1940-12
19401229,1940-12-29,1940,12,29,Sunday,7,True,Dec 1940,1940-12
19401230,1940-12-30,1940,12,30,Monday,1,False,Dec 1940,1940-12
19401231,1940-12-31,1940,12,31,Tuesday,2,False,Dec 1940,1940-12
19410101,1941-01-01,1941,1,1,Wednesday,3,False,Jan 1941,1941-01
19410102,1941-01-02,1941,1,2,Thursday,4,False,Jan 1941,1941-01
19410103,1941-01-03,1941,1,3,Friday,5,False,Jan 1941,1941-01
19410104,1941-01-04,1941,1,4,Saturday,6,True,Jan 1941,1941-01
19410105,1941-01-05,1941,1,5,Sunday,7,True,Jan 1941,1941-01
19410106,1941-01-06,1941,1,6,Monday,1,False,Jan 1941,1941-01
19410107,1941-01-07,1941,1,7,Tuesday,2,False,Jan 1941,1941-01
19410108,1941-01-08,1941,1,8,Wednesday,3,False,Jan 1941,1941-01
19410109,1941-01-09,1941,1,9,Thursday,4,False,Jan 1941,1941-01
19410110,1941-01-10,1941,1,10,Friday,5,False,Jan 1941,1941-01
19410111,1941-01-11,1941,1,11,Saturday,6,True,Jan 1941,1941-01
19410112,1941-01-12,1941,1,12,Sunday,7,True,Jan 1941,1941-01
19410113,1941-01-13,1941,1,13,Monday,1,False,Jan 1941,1941-01
19410114,1941-01-14,1941,1,14,Tuesday,2,False,Jan 1941,1941-01
19410115,1941-01-15,1941,1,15,Wednesday,3,False,Jan 1941,1941-01
19410116,1941-01-16,1941,1,16,Thursday,4,False,Jan 1941,1941-01
19410117,1941-01-17,1941,1,17,Friday,5,False,Jan 1941,1941-01
19410118,1941-01-18,1941,1,18,Saturday,6,True,Jan 1941,1941-01
19410119,1941-01-19,1941,1,19,Sunday,7,True,Jan 1941,1941-01
19410120,1941-01-20,1941,1,20,Monday,1,False,Jan 1941,1941-01
19410121,1941-01-21,1941,1,21,Tuesday,2,False,Jan 1941,1941-01
19410122,1941-01-22,1941,1,22,Wednesday,3,False,Jan 1941,1941-01
19410123,1941-01-23,1941,1,23,Thursday,4,False,Jan 1941,1941-01
19410124,1941-01-24,1941,1,24,Friday,5,False,Jan 1941,1941-01
19410125,1941-01-25,1941,1,25,Saturday,6,True,Jan 1941,1941-01
19410126,1941-01-26,1941,1,26,Sunday,7,True,Jan 1941,1941-01
19410127,1941-01-27,1941,1,27,Monday,1,False,Jan 1941,1941-01
19410128,1941-01-28,1941,1,28,Tuesday,2,False,Jan 1941,1941-01
19410129,1941-01-29,1941,1,29,Wednesday,3,False,Jan 1941,1941-01
19410130,1941-01-30,1941,1,30,Thursday,4,False,Jan 1941,1941-01
19410131,1941-01-31,1941,1,31,Friday,5,False,Jan 1941,1941-01
19410201,1941-02-01,1941,2,1,Saturday,6,True,Feb 1941,1941-02
19410202,1941-02-02,1941,2,2,Sunday,7,True,Feb 1941,1941-02
19410203,1941-02-03,1941,2,3,Monday,1,False,Feb 1941,1941-02
19410204,1941-02-04,1941,2,4,Tuesday,2,False,Feb 1941,1941-02
19410205,1941-02-05,1941,2,5,Wednesday,3,False,Feb 1941,1941-02
19410206,1941-02-06,1941,2,6,Thursday,4,False,Feb 1941,1941-02
19410207,1941-02-07,1941,2,7,Friday,5,False,Feb 1941,1941-02
19410208,1941-02-08,1941,2,8,Saturday,6,True,Feb 1941,1941-02
19410209,1941-02-09,1941,2,9,Sunday,7,True,Feb 1941,1941-02
19410210,1941-02-10,1941,2,10,Monday,1,False,Feb 1941,1941-02
19410211,1941-02-11,1941,2,11,Tuesday,2,False,Feb 1941,1941-02
19410212,1941-02-12,1941,2,12,Wednesday,3,False,Feb 1941,1941-02
19410213,1941-02-13,1941,2,13,Thursday,4,False,Feb 1941,1941-02
19410214,1941-02-14,1941,2,14,Friday,5,False,Feb 1941,1941-02
19410215,1941-02-15,1941,2,15,Saturday,6,True,Feb 1941,1941-02
19410216,1941-02-16,1941,2,16,Sunday,7,True,Feb 1941,1941-02
19410217,1941-02-17,1941,2,17,Monday,1,False,Feb 1941,1941-02
19410218,1941-02-18,1941,2,18,Tuesday,2,False,Feb 1941,1941-02
19410219,1941-02-19,1941,2,19,Wednesday,3,False,Feb 1941,1941-02
19410220,1941-02-20,1941,2,20,Thursday,4,False,Feb 1941,1941-02
19410221,1941-02-21,1941,2,21,Friday,5,False,Feb 1941,1941-02
19410222,1941-02-22,1941,2,22,Saturday,6,True,Feb 1941,1941-02
19410223,1941-02-23,1941,2,23,Sunday,7,True,Feb 1941,1941-02
19410224,1941-02-24,1941,2,24,Monday,1,False,Feb 1941,1941-02
19410225,1941-02-25,1941,2,25,Tuesday,2,False,Feb 1941,1941-02
19410226,1941-02-26,1941,2,26,Wednesday,3,False,Feb 1941,1941-02
19410227,1941-02-27,1941,2,27,Thursday,4,False,Feb 1941,1941-02
19410228,1941-02-28,1941,2,28,Friday,5,False,Feb 1941,1941-02
19410301,1941-03-01,1941,3,1,Saturday,6,True,Mar 1941,1941-03
19410302,1941-03-02,1941,3,2,Sunday,7,True,Mar 1941,1941-03
19410303,1941-03-03,1941,3,3,Monday,1,False,Mar 1941,1941-03
19410304,1941-03-04,1941,3,4,Tuesday,2,False,Mar 1941,1941-03
19410305,1941-03-05,1941,3,5,Wednesday,3,False,Mar 1941,1941-03
19410306,1941-03-06,1941,3,6,Thursday,4,False,Mar 1941,1941-03
19410307,1941-03-07,1941,3,7,Friday,5,False,Mar 1941,1941-03
19410308,1941-03-08,1941,3,8,Saturday,6,True,Mar 1941,1941-03
19410309,1941-03-09,1941,3,9,Sunday,7,True,Mar 1941,1941-03
19410310,1941-03-10,1941,3,10,Monday,1,False,Mar 1941,1941-03
19410311,1941-03-11,1941,3,11,Tuesday,2,False,Mar 1941,1941-03
19410312,1941-03-12,1941,3,12,Wednesday,3,False,Mar 1941,1941-03
19410313,1941-03-13,1941,3,13,Thursday,4,False,Mar 1941,1941-03
19410314,1941-03-14,1941,3,14,Friday,5,False,Mar 1941,1941-03
19410315,1941-03-15,1941,3,15,Saturday,6,True,Mar 1941,1941-03
19410316,1941-03-16,1941,3,16,Sunday,7,True,Mar 1941,1941-03
19410317,1941-03-17,1941,3,17,Monday,1,False,Mar 1941,1941-03
19410318,1941-03-18,1941,3,18,Tuesday,2,False,Mar 1941,1941-03
19410319,1941-03-19,1941,3,19,Wednesday,3,False,Mar 1941,1941-03
19410320,1941-03-20,1941,3,20,Thursday,4,False,Mar 1941,1941-03
19410321,1941-03-21,1941,3,21,Friday,5,False,Mar 1941,1941-03
19410322,1941-03-22,1941,3,22,Saturday,6,True,Mar 1941,1941-03
19410323,1941-03-23,1941,3,23,Sunday,7,True,Mar 1941,1941-03
19410324,1941-03-24,1941,3,24,Monday,1,False,Mar 1941,1941-03
19410325,1941-03-25,1941,3,25,Tuesday,2,False,Mar 1941,1941-03
19410326,1941-03-26,1941,3,26,Wednesday,3,False,Mar 1941,1941-03
19410327,1941-03-27,1941,3,27,Thursday,4,False,Mar 1941,1941-03
19410328,1941-03-28,1941,3,28,Friday,5,False,Mar 1941,1941-03
19410329,1941-03-29,1941,3,29,Saturday,6,True,Mar 1941,1941-03
19410330,1941-03-30,1941,3,30,Sunday,7,True,Mar 1941,1941-03
19410331,1941-03-31,1941,3,31,Monday,1,False,Mar 1941,1941-03
19410401,1941-04-01,1941,4,1,Tuesday,2,False,Apr 1941,1941-04
19410402,1941-04-02,1941,4,2,Wednesday,3,False,Apr 1941,1941-04
19410403,1941-04-03,1941,4,3,Thursday,4,False,Apr 1941,1941-04
19410404,1941-04-04,1941,4,4,Friday,5,False,Apr 1941,1941-04
19410405,1941-04-05,1941,4,5,Saturday,6,True,Apr 1941,1941-04
19410406,1941-04-06,1941,4,6,Sunday,7,True,Apr 1941,1941-04
19410407,1941-04-07,1941,4,7,Monday,1,False,Apr 1941,1941-04
19410408,1941-04-08,1941,4,8,Tuesday,2,False,Apr 1941,1941-04
19410409,1941-04-09,1941,4,9,Wednesday,3,False,Apr 1941,1941-04
19410410,1941-04-10,1941,4,10,Thursday,4,False,Apr 1941,1941-04
19410411,1941-04-11,1941,4,11,Friday,5,False,Apr 1941,1941-04
19410412,1941-04-12,1941,4,12,Saturday,6,True,Apr 1941,1941-04
19410413,1941-04-13,1941,4,13,Sunday,7,True,Apr 1941,1941-04
19410414,1941-04-14,1941,4,14,Monday,1,False,Apr 1941,1941-04
19410415,1941-04-15,1941,4,15,Tuesday,2,False,Apr 1941,1941-04
19410416,1941-04-16,1941,4,16,Wednesday,3,False,Apr 1941,1941-04
19410417,1941-04-17,1941,4,17,Thursday,4,False,Apr 1941,1941-04
19410418,1941-04-18,1941,4,18,Friday,5,False,Apr 1941,1941-04
19410419,1941-04-19,1941,4,19,Saturday,6,True,Apr 1941,1941-04
19410420,1941-04-20,1941,4,20,Sunday,7,True,Apr 1941,1941-04
19410421,1941-04-21,1941,4,21,Monday,1,False,Apr 1941,1941-04
19410422,1941-04-22,1941,4,22,Tuesday,2,False,Apr 1941,1941-04
19410423,1941-04-23,1941,4,23,Wednesday,3,False,Apr 1941,1941-04
19410424,1941-04-24,1941,4,24,Thursday,4,False,Apr 1941,1941-04
19410425,1941-04-25,1941,4,25,Friday,5,False,Apr 1941,1941-04
19410426,1941-04-26,1941,4,26,Saturday,6,True,Apr 1941,1941-04
19410427,1941-04-27,1941,4,27,Sunday,7,True,Apr 1941,1941-04
19410428,1941-04-28,1941,4,28,Monday,1,False,Apr 1941,1941-04
19410429,1941-04-29,1941,4,29,Tuesday,2,False,Apr 1941,1941-04
